Resort Name,Continent,Country,State/Province,URL,Altitude,Easy,Intermediate ,Difficult,Funicular,Circulating ropeway/gondola lift,Chairlift,T-bar lift/platter/button lift ,Sunkid Moving Carpet,Adult,Youth,Child,Currency,Ski resort size ,"Slope offering, variety of runs ",Lifts and cable cars ,Snow reliability ,Slope preparation ,"Access, on-site parking ","Orientation (trail map, information boards, sign-postings) ",Cleanliness and hygiene ,Environmentally friendly ski operation ,Friendliness of staff ,"Mountain restaurants, ski huts, gastronomy ",Après-ski ,Accommodation offering directly at the slopes and lifts ,Families and children ,Beginners ,"Advanced skiers, freeriders ",Snow parks ,Cross-country skiing and trails ,Aerial tramway/reversible ropeway,Rope tow/beginner lift,People mover,Combined installation (gondola and chair),Cog railway,Helicopter for Heli-skiing,Snow caterpillars for Cat-skiing
tannerfeld-bayrischzell,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/tannerfeld-bayrischzell/,815,0.3,0,0,,,,,0,12,0,10,European Euro,1.1,1,1,,,,,,,,,,,,,,,,,,,,,,
tannocho-mebius,Asia,Japan,Hokkaido,http://www.skiresort.info/ski-resort/tannocho-mebius/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tanvaldsky-spicak,Europe,Czech Republic,Liberec Region (Liberecky kraj),http://www.skiresort.info/ski-resort/tanvaldsky-spicak/,812,4.8,2.2,0.6,,,0,0,0,550,470,390,Czech koruna,1.9,2.1,2.4,,,,,,,,,,,,,,,,,,,,,,
tanzboden-ebnat-kappel,Europe,Switzerland,Eastern Switzerland,http://www.skiresort.info/ski-resort/tanzboden-ebnat-kappel/,1181,2,1.5,0,,,,0,,30,0,24,Swiss Franc,1.5,1.5,1.5,,,,,,,,,,,,,,,,,0,,,,,
taos,North America,USA,New Mexico,http://www.skiresort.info/ski-resort/taos/,3795,27,28,58,,,0,,0,105,85,65,US Dollar,4.2,4.5,3,,,,,,,,,,,,,,,,,0,,,,,
taranokidai,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/taranokidai/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tarasp,Europe,Switzerland,Eastern Switzerland,http://www.skiresort.info/ski-resort/tarasp/,1450,0.3,0,0,,,,,,0,0,0,-,1.1,1,1,,,,,,,,,,,,,,,,,0,,,,,
tarscher-alm-malga-di-tarres-latsch-laces,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/tarscher-alm-malga-di-tarres-latsch-laces/,2250,1,10,0,,,0,0,,0,0,0,-,2.3,2.3,2.8,,,,,,,,,,,,,,,,,,,,,,
tarvisio-monte-lussari,Europe,Italy,Friuli-Venezia Giulia,http://www.skiresort.info/ski-resort/tarvisio-monte-lussari/,1752,9,11,5,,0,0,0,,35,26,0,European Euro,2.6,2.9,3.9,,,,,,,,,,,,,,,,,,0,,,,
tasiilaq,North America,Greenland,,http://www.skiresort.info/ski-resort/tasiilaq/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tasman-glacier,Australia and Oceania,New Zealand,South Island,http://www.skiresort.info/ski-resort/tasman-glacier/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,0,
tateshina-tokyu,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/tateshina-tokyu/,1401,0.2,0.5,0.8,,,0,,,3800,0,3100,Japanese Yen,1.3,1.6,3,,,,,,,,,,,,,,,,,,0,,,,
tateyama-sangaku,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/tateyama-sangaku/,1158,,,,,0,0,,,4100,0,2700,Japanese Yen,,,,,,,,,,,,,,,,,,,,,0,,,,
tatranska-lomnica,Europe,Slovakia,Presov (Presovsky kraj),http://www.skiresort.info/ski-resort/tatranska-lomnica/,2190,5.4,5.2,1.2,,0,0,0,0,39,31,27,European Euro,2,3,4,4,5,4,4,4,4,4,3,3,2,4,5,3,2,2,0,,,,,,
tatvan,Asia,Turkey,Eastern Anatolia,http://www.skiresort.info/ski-resort/tatvan/,2772,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tatyr,Asia,Kyrgyzstan,,http://www.skiresort.info/ski-resort/tatyr/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tauchnerfeld-stall,Europe,Austria,Carinthia (Karnten),http://www.skiresort.info/ski-resort/tauchnerfeld-stall/,880,0.2,0,0,,,,,,0,0,0,-,1,1,1,,,,,,,,,,,,,,,,,0,,,,,
tauplitz-bad-mitterndorf,Europe,Austria,Styria (Steiermark),http://www.skiresort.info/ski-resort/tauplitz-bad-mitterndorf/,1965,18,19,6,,0,0,0,0,41,35.5,21,European Euro,3,4,4,5,5,3,4,5,4,4,4,3,4,4,4,5,1,5,,0,,,,,
tavas,Asia,Turkey,,http://www.skiresort.info/ski-resort/tavas/,0,,,,,,0,0,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tawang-arunachal-pradesh,Asia,India,,http://www.skiresort.info/ski-resort/tawang-arunachal-pradesh/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tawatinaw-valley-pine-valley-resort,North America,Canada,Alberta,http://www.skiresort.info/ski-resort/tawatinaw-valley-pine-valley-resort/,681,2.2,3,1.5,,,,0,,30,0,24,Canadian Dollar,1.7,2,1.5,,,,,,,,,,,,,,,,,0,,,,,
tayama,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/tayama/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tectzinols-berguen,Europe,Switzerland,Eastern Switzerland,http://www.skiresort.info/ski-resort/tectzinols-berguen/,1540,2,0,0,,,,0,,33,28,20,Swiss Franc,1.3,1,1.5,,,,,,,,,,,,,,,,,,0,,,,
tegelberg-schwangau,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/tegelberg-schwangau/,1730,1.9,5.2,0,,,,0,,29,25.5,20.5,European Euro,2,2,2.3,,,,,,,,,,,,,,,,0,,,,,,
teichalm-fladnitz,Europe,Austria,Styria (Steiermark),http://www.skiresort.info/ski-resort/teichalm-fladnitz/,1450,1,2,1,,,,0,0,23.5,0,15.5,European Euro,1.5,1.9,1.5,,,,,,,,,,,,,,,,,,,,,,
teine-highland,Asia,Japan,Hokkaido,http://www.skiresort.info/ski-resort/teine-highland/,1023,,,,,,,,,5200,4200,2600,Japanese Yen,,,,,,,,,,,,,,,,,,,,,,,,,
teleconthey-mayens-de-conthey,Europe,Switzerland,Lemanic Region,http://www.skiresort.info/ski-resort/teleconthey-mayens-de-conthey/,1439,1,0,0,,,,0,,14,0,10,Swiss Franc,1.3,1,1.5,,,,,,,,,,,,,,,,,,,,,,
telegraf-kielce,Europe,Poland,Holy Cross (Wojewodztwo swietokrzyskie),http://www.skiresort.info/ski-resort/telegraf-kielce/,406,0,0.5,0,,,0,,,75,0,0,Polish zloty,1.1,1,3,,,,,,,,,,,,,,,,,,,,,,
telford-ski-centre,Europe,United Kingdom,England,http://www.skiresort.info/ski-resort/telford-ski-centre/,124,0.1,0,0,,,,0,,20.4,0,12.75,UK Pound,1,1,1.5,,,,,,,,,,,,,,,,,,,,,,
telgart,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),http://www.skiresort.info/ski-resort/telgart/,1320,0.5,1.6,1.5,,,,0,,16,13,10,European Euro,1.5,1.8,1.5,,,,,,,,,,,,,,,,,,,,,,
telluride,North America,USA,Colorado,http://www.skiresort.info/ski-resort/telluride/,3815,6.7,51.7,29.8,,0,0,0,,133,0,79,US Dollar,4,5,4,5,5,3,4,5,4,5,5,4,5,4,5,5,5,4,,,0,0,,0,
telnice,Europe,Czech Republic,Usti nad Labem Region (Ustecky kraj),http://www.skiresort.info/ski-resort/telnice/,800,2.5,2,0.5,,,0,0,,490,400,300,Czech koruna,1.7,2,3.1,,,,,,,,,,,,,,,,,0,,,,,
temple-basin,Australia and Oceania,New Zealand,South Island,http://www.skiresort.info/ski-resort/temple-basin/,1753,2.5,5,2.5,,,,,,69,0,35,New Zealand Dollar,2,2.4,1,,,,,,,,,,,,,,,,,0,,,,,
tendo-kogen,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/tendo-kogen/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tenei,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/tenei/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tengamori,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/tengamori/,368,1.5,0.8,0,,,0,,,0,0,0,-,1.3,1.3,2.9,,,,,,,,,,,,,,,,,0,,,,,
tengendai,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/tengendai/,1820,,,,,,,,,4500,3700,3300,Japanese Yen,,,,,,,,,,,,,,,,,,,,,,,,,
tengu-kogen,Asia,Japan,Shikoku,http://www.skiresort.info/ski-resort/tengu-kogen/,0,,,,,,,,,1575,0,0,Japanese Yen,,,,,,,,,,,,,,,,,,,,,,,,,
tenna,Europe,Switzerland,Eastern Switzerland,http://www.skiresort.info/ski-resort/tenna/,1780,3.5,1,0,,,,0,,0,0,0,-,1.5,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,
tennenbronn-schramberg,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/tennenbronn-schramberg/,748,0.2,0,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tenney-mountain,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/tenney-mountain/,655,3,8,4,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tenpoku,Asia,Japan,Hokkaido,http://www.skiresort.info/ski-resort/tenpoku/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tenzan-highland,Asia,Japan,Kyushu,http://www.skiresort.info/ski-resort/tenzan-highland/,908,,,,,,,,,5500,0,3000,Japanese Yen,,,,,,,,,,,,,,,,,,,,,,,,,
teplaya-hill,Europe,Russia,,http://www.skiresort.info/ski-resort/teplaya-hill/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
teplica-brezovica,Europe,Slovakia,Zilina (Zilinsky kraj),http://www.skiresort.info/ski-resort/teplica-brezovica/,942,1,0.7,0.7,,,,0,,13,0,10,European Euro,1.3,1.7,1.5,,,,,,,,,,,,,,,,,,,,,,
terakoya-resort,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/terakoya-resort/,2076,1.7,1.3,0,,,0,,,5000,4200,2500,Japanese Yen,1.5,1.5,3,,,,,,,,,,,,,,,,,,,,,,
terenten-terento,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/terenten-terento/,1404,0.8,0,0,,,,0,,16,15,14,European Euro,1.2,1,1.5,,,,,,,,,,,,,,,,,,,,,,
terneuzen-skidome,Europe,Netherlands,Zeeland,http://www.skiresort.info/ski-resort/terneuzen-skidome/,25,0.3,0,0,,,,0,0,42.5,0,39.5,European Euro,1,1,1,5,4,5,2,4,1,2,3,3,1,3,4,1,3,1,,,,,,,
terrebonne,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/terrebonne/,120,0.5,0,0,,,,,,16.25,0,12.75,Canadian Dollar,1.1,1,1,,,,,,,,,,,,,,,,,0,0,,,,
terry-peak,North America,USA,South Dakota,http://www.skiresort.info/ski-resort/terry-peak/,2130,4.7,7.2,4.1,,,0,,,53,0,39,US Dollar,2.3,2.7,4.1,,,,,,,,,,,,,,,,,,0,,,,
tesak,Europe,Czech Republic,Zlin Region (Zlinsky kraj),http://www.skiresort.info/ski-resort/tesak/,752,1.2,0,0,,,,0,,300,0,260,Czech koruna,1.3,1,1.5,,,,,,,,,,,,,,,,,,,,,,
teshio-chomin,Asia,Japan,Hokkaido,http://www.skiresort.info/ski-resort/teshio-chomin/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tetnuldi-mestia,Asia,Georgia,Samegrelo-Zemo Svaneti,http://www.skiresort.info/ski-resort/tetnuldi-mestia/,3160,1,5.3,7.1,,,0,0,,0,0,0,-,2.3,2.5,4.3,,,,,,,,,,,,,,,,,,,,,,
teton-pass,North America,USA,Montana,http://www.skiresort.info/ski-resort/teton-pass/,2194,6,5,4,,,0,0,,45,40,30,US Dollar,2.2,2.6,2.6,,,,,,,,,,,,,,,,,0,,,,,
tettau-wildberg,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/tettau-wildberg/,735,2,1,0.5,,,,0,,15,0,10,European Euro,1.5,1.8,1.5,,,,,,,,,,,,,,,,,0,,,,,
thaemers-floss-neukirchen-knuell,Europe,Germany,Hesse (Hessen),http://www.skiresort.info/ski-resort/thaemers-floss-neukirchen-knuell/,437,0.4,0,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
thaiwoo,Asia,China,Hebei,http://www.skiresort.info/ski-resort/thaiwoo/,2160,6,8,6,,0,0,,,0,0,0,-,2.5,2.9,4.7,,,,,,,,,,,,,,,,,,0,,,,
thalerhoehe-wiederhofen-missen-wilhams,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/thalerhoehe-wiederhofen-missen-wilhams/,1250,4,0,0,,,,0,,17.5,15.5,13.5,European Euro,1.5,1,1.5,,,,,,,,,,,,,,,,,0,,,,,
thalgauberg-thalgau,Europe,Austria,Salzburg (Salzburger Land),http://www.skiresort.info/ski-resort/thalgauberg-thalgau/,913,1,0,0,,,,,,13,0,12,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,
thanner-hubel,Europe,France,Grand-Est,http://www.skiresort.info/ski-resort/thanner-hubel/,1152,1,0,0,,,,0,,11,0,10,European Euro,1.3,1,1.5,,,,,,,,,,,,,,,,,,,,,,
the-balsams,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/the-balsams/,838,3.4,4,5.2,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,0,,,,
the-cedars,Asia,Lebanon,North Governorate,http://www.skiresort.info/ski-resort/the-cedars/,2850,4,2,3,,,,,,60000,0,0,Lebanese pound,,,,,,,,,,,,,,,,,,,,,,,,,
the-homestead-resort,North America,USA,Michigan,http://www.skiresort.info/ski-resort/the-homestead-resort/,280,1,2,1,,,,,,50,38,24,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
the-lecht,Europe,United Kingdom,Scotland,http://www.skiresort.info/ski-resort/the-lecht/,775,5,9,4,,,0,0,,30,20,15,UK Pound,2.3,2.6,1.8,,,,,,,,,,,,,,,,,,0,,,,
the-little-star-ski-club-moscow,Russia,Central Russia,Moscow,http://www.skiresort.info/ski-resort/the-little-star-ski-club-moscow/,0,1,0,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
the-omni-homestead,North America,USA,Virginia,http://www.skiresort.info/ski-resort/the-omni-homestead/,930,1,1,1,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
the-remarkables,Australia and Oceania,New Zealand,South Island,http://www.skiresort.info/ski-resort/the-remarkables/,1943,3,4,3,,,0,,,119,0,55,New Zealand Dollar,2,2.4,3.4,,,,,,,,,,,,,,,,,,0,,,,
the-ridge-le-roy,North America,USA,New York,http://www.skiresort.info/ski-resort/the-ridge-le-roy/,245,0.4,0.3,0,,,,0,,0,0,0,-,1.2,1.2,1.5,,,,,,,,,,,,,,,,,,,,,,
the-rock-snow-park,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/the-rock-snow-park/,270,1,0,0,,,,,,40,0,0,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
the-snow-centre-hemel-hempstead,Europe,United Kingdom,England,http://www.skiresort.info/ski-resort/the-snow-centre-hemel-hempstead/,146,0.3,0,0,,,,0,,35.1,0,28.8,UK Pound,1,1,1,5,4,5,2,4,1,4,3,3,1,3,4,1,1,1,,0,,,,,
the-summit-at-snoqualmie,North America,USA,Washington State,http://www.skiresort.info/ski-resort/the-summit-at-snoqualmie/,1180,5.2,13.7,9,,,0,,,79,55,15,US Dollar,2.6,2.9,3.2,,,,,,,,,,,,,,,,,0,0,,,,
the-whitecap-mountains,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/the-whitecap-mountains/,540,4,2,3,,,,,,55,42,27,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
thier-des-rexhons-spa,Europe,Belgium,Wallonia,http://www.skiresort.info/ski-resort/thier-des-rexhons-spa/,530,0.6,0,0,,,,0,,12,0,0,European Euro,1.2,1,1.5,,,,,,,,,,,,,,,,,,,,,,
thollon-les-memises,Europe,France,Auvergne-Rhone-Alpes,http://www.skiresort.info/ski-resort/thollon-les-memises/,2000,20,28,0,,0,0,0,,22,0,17,European Euro,3.2,3.2,3.1,,,,,,,,,,,,,,,,,0,,,,,
thoma-hinterzarten,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/thoma-hinterzarten/,1200,2.5,1.5,0,,,,0,,24,16,15,European Euro,1.5,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,
thredbo,Australia and Oceania,Australia,New South Wales,http://www.skiresort.info/ski-resort/thredbo/,2037,7,60,3,,,0,0,0,125,0,71,Australian dollar,3.6,3.8,3.4,,,,,,,,,,,,,,,,,,0,,,,
three-peaks-dolomites-helmstiergartenrotwandkreuzbergpass,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/three-peaks-dolomites-helmstiergartenrotwandkreuzbergpass/,2200,17.3,39.2,18.5,,0,0,0,0,53,0,37,European Euro,3,5,4,4,5,3,4,5,4,4,4,4,4,4,3,4,3,5,0,0,,,,,
thunder-ridge,North America,USA,New York,http://www.skiresort.info/ski-resort/thunder-ridge/,267,1.8,1,1.4,,,,,,52,0,37,US Dollar,,,,,,,,,,,,,,,,,,,,,0,,,,
thunderhill-benito,North America,Canada,Manitoba,http://www.skiresort.info/ski-resort/thunderhill-benito/,572,3,1,0.9,,,,0,,25,0,21,Canadian Dollar,1.5,1.8,1.5,,,,,,,,,,,,,,,,,,,,,,
thurner,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/thurner/,1200,0.5,0,0,,,,,,19,0,14,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,
tian-qiaogou,Asia,China,,http://www.skiresort.info/ski-resort/tian-qiaogou/,878,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,0,,,,
tianjin-jizhou,Asia,China,,http://www.skiresort.info/ski-resort/tianjin-jizhou/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tianshan,Asia,China,Xinjiang,http://www.skiresort.info/ski-resort/tianshan/,2451,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tien-shan-heliskiing,Asia,Kyrgyzstan,,http://www.skiresort.info/ski-resort/tien-shan-heliskiing/,4300,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,0,
tiffindell,Africa,South Africa,Eastern Cape,http://www.skiresort.info/ski-resort/tiffindell/,2930,0.6,0.8,1,,,,0,,440,0,370,South African rand,1.3,1.7,1.4,,,,,,,,,,,,,,,,,0,,,,,
tignesval-disere,Europe,France,Auvergne-Rhone-Alpes,http://www.skiresort.info/ski-resort/tignesval-disere/,3456,170,78,52,0,0,0,0,0,57,57,46,European Euro,5,5,4,5,5,3,4,4,4,5,5,4,5,5,5,5,5,4,0,0,,,,,
timber-ridge,North America,USA,Michigan,http://www.skiresort.info/ski-resort/timber-ridge/,287,1.2,1.6,0.4,,,,,,40,0,29,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
timberline,North America,USA,Oregon,http://www.skiresort.info/ski-resort/timberline/,2603,8,15,8,,,0,,,76,63,34,US Dollar,2.9,3.3,4.1,,,,,,,,,,,,,,,,,,0,,,,0
timberline-four-seasons,North America,USA,West Virginia,http://www.skiresort.info/ski-resort/timberline-four-seasons/,1301,6,6,6,,,0,,,79,0,55,US Dollar,2.3,2.7,3,,,,,,,,,,,,,,,,,,,,,,
tindaoexl-olafsfjoerdur,Europe,Iceland,Northeast Iceland,http://www.skiresort.info/ski-resort/tindaoexl-olafsfjoerdur/,190,1.3,0,0,,,,0,,470,370,270,Icelandic krona,1.3,1,1.5,,,,,,,,,,,,,,,,,,,,,,
tindastoll-saudarkrokur,Europe,Iceland,Northwest Iceland,http://www.skiresort.info/ski-resort/tindastoll-saudarkrokur/,690,0.6,1.8,0,,,,0,0,2800,0,1300,Icelandic krona,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,
tirolina-haltjochlift-hinterthiersee,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/tirolina-haltjochlift-hinterthiersee/,1077,2,1.2,0.8,,,,0,,18,0,14,European Euro,1,2,2,3,4,4,3,4,4,4,2,1,3,3,2,2,1,3,,0,,,,,
titcomb-mountain,North America,USA,Maine,http://www.skiresort.info/ski-resort/titcomb-mountain/,210,1,1.1,2.3,,,,,,22,0,0,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
titlis-engelberg,Europe,Switzerland,Central Switzerland,http://www.skiresort.info/ski-resort/titlis-engelberg/,3020,19,37.5,9.5,0,0,0,0,0,65,46,26,Swiss Franc,4,5,4,5,4,3,4,4,4,4,4,3,3,3,3,5,3,4,0,0,,,,,
titus-mountain,North America,USA,New York,http://www.skiresort.info/ski-resort/titus-mountain/,423,10,10,7,,,0,,,45,45,35,US Dollar,2.6,3,2.9,,,,,,,,,,,,,,,,,0,,,,,
tjagatschev-moscow,Russia,Central Russia,Moscow,http://www.skiresort.info/ski-resort/tjagatschev-moscow/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tjoerhomfjelletaalsheia-skisenter-sirdal,Europe,Norway,Vest-Agder,http://www.skiresort.info/ski-resort/tjoerhomfjelletaalsheia-skisenter-sirdal/,924,10,6,1,,,,,,390,0,315,Norwegian krone,,,,,,,,,,,,,,,,,,,,,,,,,
tlh-heliskiing,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/tlh-heliskiing/,2900,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,0,
tobetsucho-nakagoya,Asia,Japan,Hokkaido,http://www.skiresort.info/ski-resort/tobetsucho-nakagoya/,155,1.5,0.5,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tobo-ski,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/tobo-ski/,278,0.8,0.5,0.4,,,,,,16,14,10,Canadian Dollar,,,,,,,,,,,,,,,,,,,,,0,,,,
tobolow-koninki,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),http://www.skiresort.info/ski-resort/tobolow-koninki/,964,0.6,1.8,0,,,,,,85,0,80,Polish zloty,,,,,,,,,,,,,,,,,,,,,,,,,
tochal,Asia,Iran,Tehran,http://www.skiresort.info/ski-resort/tochal/,3850,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tochio-family-resort,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/tochio-family-resort/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tockneralmlift-krakauebene-krakauhintermuehlen-krakau,Europe,Austria,Styria (Steiermark),http://www.skiresort.info/ski-resort/tockneralmlift-krakauebene-krakauhintermuehlen-krakau/,1450,1,2,0,,,,,,17,0,13,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,
todtnauberg,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/todtnauberg/,1400,0,13,0,,,,0,0,30,0,17,European Euro,2,2,2,3,3,3,3,4,3,4,3,2,3,3,3,2,2,4,,0,,,,,
togakushi,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/togakushi/,1748,,,,,,,,,4000,0,2500,Japanese Yen,,,,,,,,,,,,,,,,,,,,,,,,,
togari-onsen,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/togari-onsen/,845,,,,,,0,,,4200,2600,1000,Japanese Yen,,,,,,,,,,,,,,,,,,,,,,,,,
toggenburg-ski-center,North America,USA,New York,http://www.skiresort.info/ski-resort/toggenburg-ski-center/,543,3.2,2,3.1,,,,,,50,0,40,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
toggenburg-wildhausunterwasseralt-st-johann,Europe,Switzerland,Eastern Switzerland,http://www.skiresort.info/ski-resort/toggenburg-wildhausunterwasseralt-st-johann/,2262,10,45,5,0,0,0,0,0,59,51,27,Swiss Franc,4,4,4,4,4,4,4,4,4,4,4,3,3,5,3,4,4,4,0,0,0,0,,,
toguz-bulak,Asia,Kyrgyzstan,Chuy,http://www.skiresort.info/ski-resort/toguz-bulak/,2230,6,2,1,,,0,,,0,0,0,-,2,2.3,3,,,,,,,,,,,,,,,,,,,,,,
tohoh,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/tohoh/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tolvajos,Europe,Romania,,http://www.skiresort.info/ski-resort/tolvajos/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tolvmannabacken,Europe,Sweden,Central Sweden,http://www.skiresort.info/ski-resort/tolvmannabacken/,245,3.2,1,0.3,,,,,,290,0,260,Swedish krona,,,,,,,,,,,,,,,,,,,,,,,,,
toma-choei,Asia,Japan,Hokkaido,http://www.skiresort.info/ski-resort/toma-choei/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tomaszow-lubelski,Europe,Poland,Lublin (Wojewodztwo lubelskie),http://www.skiresort.info/ski-resort/tomaszow-lubelski/,300,0.4,0,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tonami-yumenotaira,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/tonami-yumenotaira/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tonghua,Asia,China,Jilin,http://www.skiresort.info/ski-resort/tonghua/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tonnerhuette-muehlen,Europe,Austria,Styria (Steiermark),http://www.skiresort.info/ski-resort/tonnerhuette-muehlen/,1820,3,1,0,,,,0,,20,18,15,European Euro,1.5,1.5,1.5,,,,,,,,,,,,,,,,,0,,,,,
toplita,Europe,Romania,Harghita,http://www.skiresort.info/ski-resort/toplita/,850,1.2,0.5,0,,,,,,45,0,30,Romanian leu,,,,,,,,,,,,,,,,,,,,,,,,,
torfhauslifte-altenau,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),http://www.skiresort.info/ski-resort/torfhauslifte-altenau/,820,0.8,0,0,,,,0,,18,0,13,European Euro,1.2,1,1.5,,,,,,,,,,,,,,,,,,,,,,
torgnon,Europe,Italy,Aosta Valley (Valle d'Aosta),http://www.skiresort.info/ski-resort/torgnon/,2246,6,12,2,,0,0,,,29,26,20.5,European Euro,2.5,2.8,3.8,,,,,,,,,,,,,,,,,,0,,,,
torigoe-kogen-dainichi,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/torigoe-kogen-dainichi/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
